# full-loop .dat — generated by util/make_loop_dat.py
# topology=open, half-length=80.0 Mm, apex_T=2.00 MK, footpoint |B|=351.9 G (uniform)
# chromosphere: Model C7 (two-fluid); TR+corona: hydrostatic, fully ionized (single-fluid via F_SLAVE)
# Units: SI (m, T, K, m^-3, J/kg)

[META]
ns=378
g_si=274.0
B_outer_T=3.519000e-02
phi_g_offset_Jpkg=0.0
topology=open
loop_half_length_m=8.000000e+07

[CELLS]
# i  ds_m         B_imh_T      B_iph_T      phi_g_imh    phi_g_iph    ne_im3       nn_im3       T_K
44  1.100000e+04  3.519000e-02  3.519000e-02  1.326160e+08  1.356300e+08  1.426381e+17  1.040034e+18  6.620070e+03
45  1.100000e+04  3.519000e-02  3.519000e-02  1.356300e+08  1.386440e+08  1.425029e+17  9.422607e+17  6.621242e+03
46  1.100000e+04  3.519000e-02  3.519000e-02  1.386440e+08  1.416580e+08  1.423676e+17  8.444869e+17  6.622414e+03
47  1.100000e+04  3.519000e-02  3.519000e-02  1.416580e+08  1.446720e+08  1.414155e+17  7.732371e+17  6.623567e+03
48  1.100000e+04  3.519000e-02  3.519000e-02  1.446720e+08  1.476860e+08  1.396464e+17  7.285113e+17  6.624701e+03
49  1.100000e+04  3.519000e-02  3.519000e-02  1.476860e+08  1.507000e+08  1.378773e+17  6.837856e+17  6.625835e+03
50  1.100000e+04  3.519000e-02  3.519000e-02  1.507000e+08  1.537140e+08  1.361082e+17  6.390598e+17  6.626969e+03
51  1.100000e+04  3.519000e-02  3.519000e-02  1.537140e+08  1.567280e+08  1.343392e+17  5.943340e+17  6.628103e+03
52  1.100000e+04  3.519000e-02  3.519000e-02  1.567280e+08  1.597420e+08  1.325701e+17  5.496082e+17  6.629237e+03
53  1.100000e+04  3.519000e-02  3.519000e-02  1.597420e+08  1.627560e+08  1.308010e+17  5.048825e+17  6.630371e+03
54  1.100000e+04  3.519000e-02  3.519000e-02  1.627560e+08  1.657700e+08  1.290320e+17  4.601567e+17  6.631505e+03
55  1.100000e+04  3.519000e-02  3.519000e-02  1.657700e+08  1.687840e+08  1.272629e+17  4.154309e+17  6.632639e+03
56  1.100000e+04  3.519000e-02  3.519000e-02  1.687840e+08  1.717980e+08  1.249857e+17  3.862286e+17  6.633714e+03
57  1.100000e+04  3.519000e-02  3.519000e-02  1.717980e+08  1.748120e+08  1.224714e+17  3.642705e+17  6.634762e+03
58  1.100000e+04  3.519000e-02  3.519000e-02  1.748120e+08  1.778260e+08  1.199571e+17  3.423124e+17  6.635810e+03
59  1.100000e+04  3.519000e-02  3.519000e-02  1.778260e+08  1.808400e+08  1.174429e+17  3.203543e+17  6.636857e+03
60  1.100000e+04  3.519000e-02  3.519000e-02  1.808400e+08  1.838540e+08  1.149286e+17  2.983962e+17  6.637905e+03
61  1.100000e+04  3.519000e-02  3.519000e-02  1.838540e+08  1.868680e+08  1.124143e+17  2.764381e+17  6.638952e+03
62  1.100000e+04  3.519000e-02  3.519000e-02  1.868680e+08  1.898820e+08  1.099000e+17  2.544800e+17  6.640000e+03
63  1.100000e+04  3.519000e-02  3.519000e-02  1.898820e+08  1.928960e+08  1.073857e+17  2.325219e+17  6.641048e+03
64  1.100000e+04  3.519000e-02  3.519000e-02  1.928960e+08  1.959100e+08  1.048714e+17  2.105638e+17  6.642095e+03
65  1.100000e+04  3.519000e-02  3.519000e-02  1.959100e+08  1.989240e+08  1.023478e+17  1.901739e+17  6.643138e+03
66  1.100000e+04  3.519000e-02  3.519000e-02  1.989240e+08  2.019380e+08  9.976505e+16  1.797161e+17  6.644148e+03
67  1.100000e+04  3.519000e-02  3.519000e-02  2.019380e+08  2.049520e+08  9.718230e+16  1.692582e+17  6.645158e+03
68  1.100000e+04  3.519000e-02  3.519000e-02  2.049520e+08  2.079660e+08  9.459954e+16  1.588004e+17  6.646168e+03
69  1.100000e+04  3.519000e-02  3.519000e-02  2.079660e+08  2.109800e+08  9.201679e+16  1.483425e+17  6.647179e+03
